Category image,Category views,Category title,Medicine Name,Views,Price,Category link,Image,Medicine Name link
,,doctormpharmacy.com,ZYRTEC ORAL DROPS 10ML -,,23,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_126076.jpg?v=1765319790,https://doctormpharmacy.com/products/zyrtec-oral-drops-10ml-2
,,doctormpharmacy.com,ZYRTEC 0.1% SYRUP 100ML,,51,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_125680.jpg?v=1765319778,https://doctormpharmacy.com/products/zyrtec-0-1-syrup-100ml-2
,,doctormpharmacy.com,ZYROVAZET 10 10MG 30TAB,,216,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_110643.jpg?v=1765319769,https://doctormpharmacy.com/products/zyrovazet-10-10mg-30tab-1
,,doctormpharmacy.com,ZYMALGE TOPICAL GEL 50 GM -,,245,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_121380.jpg?v=1765319762,https://doctormpharmacy.com/products/zymalge-topical-gel-50-gm
,,doctormpharmacy.com,ZURCAL 20 MG 14 TAB,,81,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_125570.jpg?v=1765319752,https://doctormpharmacy.com/products/zurcal-20-mg-14-tab-2
,,doctormpharmacy.com,ZOVIRAX DS SUSPENSION 100ML,,96,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_125575.jpg?v=1765319744,https://doctormpharmacy.com/products/zovirax-ds-suspension-100ml
,,doctormpharmacy.com,ZOVIRAX 400MG 10 TAB,,49,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_126996.jpg?v=1765319735,https://doctormpharmacy.com/products/zovirax-400mg-10-tab-1
,,doctormpharmacy.com,ZOLADEX 10.8 MG 1 SYRING,,4813,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_114557.jpg?v=1765319727,https://doctormpharmacy.com/products/zoladex-10-8-mg-1-syring-1
,,doctormpharmacy.com,"ZOLA WRIST BRAC. Right wrist press, size 2L",,20,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_91986.jpg?v=1765319718,https://doctormpharmacy.com/products/zola-wrist-brac-right-wrist-press-size-2l
,,doctormpharmacy.com,ZOFATRONE 8MG 5 SOLUBLE FILMS,,265,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_126080.png?v=1765319708,https://doctormpharmacy.com/products/zofatrone-8mg-5-soluble-films
,,doctormpharmacy.com,ZOFATRONE 4MG 5 SOLUBLE FILMS,,160,doctormpharmacy.com,https://cdn.shopify.com/s/files/1/0724/1052/9957/files/wave_2_pic_128984.jpg?v=1765319697,https://doctormpharmacy.com/products/zofatrone-4mg-5-soluble-films-1
